Ward,Region,Latitude,Longitude,06-01-tif,06-02-tif,06-03-tif,06-04-tif,06-05-tif,06-06-tif,06-07-tif,06-08-tif,06-09-tif,06-10-tif,06-11-tif,06-12-tif,06-13-tif,06-14-tif,06-15-tif,06-16-tif,06-17-tif,06-18-tif,06-19-tif,06-20-tif,06-21-tif,06-22-tif,06-23-tif,06-24-tif,06-25-tif,06-26-tif,06-27-tif,06-28-tif,06-29-tif,06-30-tif,07-01-tif,07-02-tif,07-03-tif,07-04-tif,07-05-tif,07-06-tif,07-07-tif,07-08-tif,07-09-tif,07-10-tif,07-11-tif,07-12-tif,07-13-tif,07-14-tif,07-15-tif,07-16-tif,07-17-tif,07-18-tif,07-19-tif,07-20-tif,07-21-tif,07-22-tif,07-23-tif,07-24-tif,07-25-tif,07-26-tif,07-27-tif,07-28-tif,07-29-tif,07-30-tif,07-31-tif,08-01-tif,08-02-tif,08-03-tif,08-04-tif,08-05-tif,08-06-tif,08-07-tif,08-08-tif,08-09-tif,08-10-tif,08-11-tif,08-12-tif,08-13-tif,08-14-tif,08-15-tif,08-16-tif,08-17-tif,08-18-tif,08-19-tif,08-20-tif,08-21-tif,08-22-tif,08-23-tif,08-24-tif,08-25-tif,08-26-tif,08-27-tif,08-28-tif,08-29-tif,08-30-tif,08-31-tif,09-01-tif,09-02-tif,09-03-tif,09-04-tif,09-05-tif,09-06-tif,09-07-tif,09-08-tif,09-09-tif,09-10-tif,09-11-tif,09-12-tif,09-13-tif,09-14-tif,09-15-tif,09-16-tif,09-17-tif,09-18-tif,09-19-tif,09-20-tif,09-21-tif,09-22-tif,09-23-tif,09-24-tif,09-25-tif,09-26-tif,09-27-tif,09-28-tif,09-29-tif,09-30-tif
F/S,Hindmata Junction,19.0132,72.8316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.503555,0.0,92.06128,46.03064,92.06128,92.06128,46.03064,87.757965,58.505314,0.0,58.505314,58.505314,0.0,166.26292,0.0,0.0,0.0,0.0,0.0,0.0,156.17036,0.0,0.0,0.0,65.75378,197.26134,65.75378,58.11161,116.22322,0.0,0.0,116.22322,71.57168,286.2867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.455305,11.240248,11.549883,7.348367,0.0,0.0,0.0,0.0,9.602928,0.0,9.749307,16.972431,10.759932,0.0,0.0,0.0,9.500675,9.375703,15.291977,9.739914,10.583102,0.0,0.0,0.0,0.0,28.47278,0.0,0.0,0.0,0.0,80.35571,80.35571,0.0,0.0,0.0,0.0,0.0,0.0,21.966059,24.157652,0.0,0.0,0.0,0.0,72.39106,0.0,72.39106,0.0,0.0,47.717823,0.0,47.717823,23.858912,47.717823
F/S,Naigaon Cross Road,19.0172,72.8386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.503555,0.0,92.06128,46.03064,92.06128,92.06128,46.03064,87.757965,58.505314,0.0,58.505314,58.505314,0.0,166.26292,0.0,0.0,0.0,0.0,0.0,0.0,156.17036,0.0,0.0,0.0,65.75378,197.26134,65.75378,58.11161,116.22322,0.0,0.0,116.22322,71.57168,286.2867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.455305,11.240248,11.549883,7.348367,0.0,0.0,0.0,0.0,9.602928,0.0,9.749307,16.972431,10.759932,0.0,0.0,0.0,9.500675,9.375703,15.291977,9.739914,10.583102,0.0,0.0,0.0,0.0,28.47278,0.0,0.0,0.0,0.0,80.35571,80.35571,0.0,0.0,0.0,0.0,0.0,0.0,21.966059,24.157652,0.0,0.0,0.0,0.0,72.39106,0.0,72.39106,0.0,0.0,47.717823,0.0,47.717823,23.858912,47.717823
F/S,Jerbai Wadia Road,19.0146,72.8367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.503555,0.0,92.06128,46.03064,92.06128,92.06128,46.03064,87.757965,58.505314,0.0,58.505314,58.505314,0.0,166.26292,0.0,0.0,0.0,0.0,0.0,0.0,156.17036,0.0,0.0,0.0,65.75378,197.26134,65.75378,58.11161,116.22322,0.0,0.0,116.22322,71.57168,286.2867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.455305,11.240248,11.549883,7.348367,0.0,0.0,0.0,0.0,9.602928,0.0,9.749307,16.972431,10.759932,0.0,0.0,0.0,9.500675,9.375703,15.291977,9.739914,10.583102,0.0,0.0,0.0,0.0,28.47278,0.0,0.0,0.0,0.0,80.35571,80.35571,0.0,0.0,0.0,0.0,0.0,0.0,21.966059,24.157652,0.0,0.0,0.0,0.0,72.39106,0.0,72.39106,0.0,0.0,47.717823,0.0,47.717823,23.858912,47.717823
G/N,Dadar TT Circle,19.0185,72.8422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.503555,0.0,92.06128,46.03064,92.06128,92.06128,46.03064,87.757965,58.505314,0.0,58.505314,58.505314,0.0,166.26292,0.0,0.0,0.0,0.0,0.0,0.0,156.17036,0.0,0.0,0.0,65.75378,197.26134,65.75378,58.11161,116.22322,0.0,0.0,116.22322,71.57168,286.2867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.455305,11.240248,11.549883,7.348367,0.0,0.0,0.0,0.0,9.602928,0.0,9.749307,16.972431,10.759932,0.0,0.0,0.0,9.500675,9.375703,15.291977,9.739914,10.583102,0.0,0.0,0.0,0.0,28.47278,0.0,0.0,0.0,0.0,80.35571,80.35571,0.0,0.0,0.0,0.0,0.0,0.0,21.966059,24.157652,0.0,0.0,0.0,0.0,72.39106,0.0,72.39106,0.0,0.0,47.717823,0.0,47.717823,23.858912,47.717823
G/N,LJ Road Junction,19.0337,72.8386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.503555,0.0,92.06128,46.03064,92.06128,92.06128,46.03064,87.757965,58.505314,0.0,58.505314,58.505314,0.0,166.26292,0.0,0.0,0.0,0.0,0.0,0.0,156.17036,0.0,0.0,0.0,65.75378,197.26134,65.75378,58.11161,116.22322,0.0,0.0,116.22322,71.57168,286.2867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.455305,11.240248,11.549883,7.348367,0.0,0.0,0.0,0.0,9.602928,0.0,9.749307,16.972431,10.759932,0.0,0.0,0.0,9.500675,9.375703,15.291977,9.739914,10.583102,0.0,0.0,0.0,0.0,28.47278,0.0,0.0,0.0,0.0,80.35571,80.35571,0.0,0.0,0.0,0.0,0.0,0.0,21.966059,24.157652,0.0,0.0,0.0,0.0,72.39106,0.0,72.39106,0.0,0.0,47.717823,0.0,47.717823,23.858912,47.717823
G/N,Near Kirti College,19.0272,72.8379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.503555,0.0,92.06128,46.03064,92.06128,92.06128,46.03064,87.757965,58.505314,0.0,58.505314,58.505314,0.0,166.26292,0.0,0.0,0.0,0.0,0.0,0.0,156.17036,0.0,0.0,0.0,65.75378,197.26134,65.75378,58.11161,116.22322,0.0,0.0,116.22322,71.57168,286.2867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.455305,11.240248,11.549883,7.348367,0.0,0.0,0.0,0.0,9.602928,0.0,9.749307,16.972431,10.759932,0.0,0.0,0.0,9.500675,9.375703,15.291977,9.739914,10.583102,0.0,0.0,0.0,0.0,28.47278,0.0,0.0,0.0,0.0,80.35571,80.35571,0.0,0.0,0.0,0.0,0.0,0.0,21.966059,24.157652,0.0,0.0,0.0,0.0,72.39106,0.0,72.39106,0.0,0.0,47.717823,0.0,47.717823,23.858912,47.717823
G/N,Lady Jamshedji Road,19.0299,72.8393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.503555,0.0,92.06128,46.03064,92.06128,92.06128,46.03064,87.757965,58.505314,0.0,58.505314,58.505314,0.0,166.26292,0.0,0.0,0.0,0.0,0.0,0.0,156.17036,0.0,0.0,0.0,65.75378,197.26134,65.75378,58.11161,116.22322,0.0,0.0,116.22322,71.57168,286.2867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.455305,11.240248,11.549883,7.348367,0.0,0.0,0.0,0.0,9.602928,0.0,9.749307,16.972431,10.759932,0.0,0.0,0.0,9.500675,9.375703,15.291977,9.739914,10.583102,0.0,0.0,0.0,0.0,28.47278,0.0,0.0,0.0,0.0,80.35571,80.35571,0.0,0.0,0.0,0.0,0.0,0.0,21.966059,24.157652,0.0,0.0,0.0,0.0,72.39106,0.0,72.39106,0.0,0.0,47.717823,0.0,47.717823,23.858912,47.717823
G/S,Elphinstone Bridge,19.0036,72.8302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.503555,0.0,92.06128,46.03064,92.06128,92.06128,46.03064,87.757965,58.505314,0.0,58.505314,58.505314,0.0,166.26292,0.0,0.0,0.0,0.0,0.0,0.0,156.17036,0.0,0.0,0.0,65.75378,197.26134,65.75378,58.11161,116.22322,0.0,0.0,116.22322,71.57168,286.2867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.455305,11.240248,11.549883,7.348367,0.0,0.0,0.0,0.0,9.602928,0.0,9.749307,16.972431,10.759932,0.0,0.0,0.0,9.500675,9.375703,15.291977,9.739914,10.583102,0.0,0.0,0.0,0.0,28.47278,0.0,0.0,0.0,0.0,80.35571,80.35571,0.0,0.0,0.0,0.0,0.0,0.0,21.966059,24.157652,0.0,0.0,0.0,0.0,72.39106,0.0,72.39106,0.0,0.0,47.717823,0.0,47.717823,23.858912,47.717823
G/S,Tulsi Pipe Road,19.0027,72.8292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.503555,0.0,92.06128,46.03064,92.06128,92.06128,46.03064,87.757965,58.505314,0.0,58.505314,58.505314,0.0,166.26292,0.0,0.0,0.0,0.0,0.0,0.0,156.17036,0.0,0.0,0.0,65.75378,197.26134,65.75378,58.11161,116.22322,0.0,0.0,116.22322,71.57168,286.2867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.455305,11.240248,11.549883,7.348367,0.0,0.0,0.0,0.0,9.602928,0.0,9.749307,16.972431,10.759932,0.0,0.0,0.0,9.500675,9.375703,15.291977,9.739914,10.583102,0.0,0.0,0.0,0.0,28.47278,0.0,0.0,0.0,0.0,80.35571,80.35571,0.0,0.0,0.0,0.0,0.0,0.0,21.966059,24.157652,0.0,0.0,0.0,0.0,72.39106,0.0,72.39106,0.0,0.0,47.717823,0.0,47.717823,23.858912,47.717823
G/S,Worli Naka,18.9989,72.8196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.982706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.55327,0.0,105.280464,35.09349,35.09349,140.37396,35.09349,113.154884,0.0,0.0,75.43659,75.43659,0.0,155.0556,0.0,0.0,0.0,0.0,80.65621,0.0,80.65621,0.0,0.0,0.0,65.90137,263.60547,0.0,49.451168,98.902336,0.0,0.0,148.3535,91.61294,274.83884,0.0,0.0,0.0,0.0,0.0,8.293731,0.0,0.0,0.0,0.0,0.0,0.0,8.344841,8.523853,8.221117,8.040013,0.0,0.0,0.0,0.0,0.0,0.0,12.342109,0.0,0.0,0.0,0.0,10.803478,10.666036,17.289675,11.050569,12.403123,0.0,0.0,0.0,0.0,30.671478,0.0,0.0,0.0,0.0,74.00464,74.00464,0.0,0.0,0.0,0.0,0.0,0.0,18.460697,30.001684,0.0,0.0,0.0,0.0,57.75524,0.0,57.75524,0.0,0.0,45.826675,0.0,45.826675,22.913338,45.826675
H/E,CST Road Junction,19.0795,72.8667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.76556,0.0,111.6721,83.754074,83.754074,111.6721,55.83605,89.560555,89.560555,0.0,59.707035,59.707035,0.0,79.51033,0.0,79.51033,0.0,0.0,140.6085,0.0,0.0,0.0,0.0,0.0,66.34265,199.02797,66.34265,88.08501,176.17001,0.0,0.0,0.0,77.73924,310.95697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.30968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.713285,0.0,0.0,0.0,0.0,86.25139,86.25139,0.0,0.0,0.0,0.0,0.0,0.0,23.735325,15.255274,15.255274,0.0,0.0,0.0,80.29421,0.0,60.22066,0.0,0.0,30.8684,15.4342,30.8684,46.3026,46.3026
H/E,Air India Colony,19.0803,72.8671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.76556,0.0,111.6721,83.754074,83.754074,111.6721,55.83605,89.560555,89.560555,0.0,59.707035,59.707035,0.0,79.51033,0.0,79.51033,0.0,0.0,140.6085,0.0,0.0,0.0,0.0,0.0,66.34265,199.02797,66.34265,88.08501,176.17001,0.0,0.0,0.0,77.73924,310.95697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.30968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.713285,0.0,0.0,0.0,0.0,86.25139,86.25139,0.0,0.0,0.0,0.0,0.0,0.0,23.735325,15.255274,15.255274,0.0,0.0,0.0,80.29421,0.0,60.22066,0.0,0.0,30.8684,15.4342,30.8684,46.3026,46.3026
H/E,Kalina University Junction,19.0758,72.8653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.76556,0.0,111.6721,83.754074,83.754074,111.6721,55.83605,89.560555,89.560555,0.0,59.707035,59.707035,0.0,79.51033,0.0,79.51033,0.0,0.0,140.6085,0.0,0.0,0.0,0.0,0.0,66.34265,199.02797,66.34265,88.08501,176.17001,0.0,0.0,0.0,77.73924,310.95697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.30968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.713285,0.0,0.0,0.0,0.0,86.25139,86.25139,0.0,0.0,0.0,0.0,0.0,0.0,23.735325,15.255274,15.255274,0.0,0.0,0.0,80.29421,0.0,60.22066,0.0,0.0,30.8684,15.4342,30.8684,46.3026,46.3026
H/E,Vakola Nalla,19.0843,72.8498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.16368,21.58184,58.06111,87.09167,116.12222,116.12222,58.06111,111.77718,74.51813,0.0,74.51813,74.51813,0.0,0.0,0.0,150.91405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.120186,216.36052,72.120186,101.01347,202.02695,0.0,0.0,0.0,148.1762,296.3524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.27968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.079123,0.0,0.0,0.0,0.0,83.13068,83.13068,0.0,0.0,0.0,0.0,0.0,0.0,23.19627,11.427338,11.427338,0.0,0.0,0.0,80.69369,0.0,60.520267,0.0,0.0,32.618748,16.309374,32.618748,32.618748,48.92812
H/W,Linking Road Bandra,19.0607,72.8364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.16368,21.58184,58.06111,87.09167,116.12222,116.12222,58.06111,111.77718,74.51813,0.0,74.51813,74.51813,0.0,0.0,0.0,150.91405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.120186,216.36052,72.120186,101.01347,202.02695,0.0,0.0,0.0,148.1762,296.3524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.27968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.079123,0.0,0.0,0.0,0.0,83.13068,83.13068,0.0,0.0,0.0,0.0,0.0,0.0,23.19627,11.427338,11.427338,0.0,0.0,0.0,80.69369,0.0,60.520267,0.0,0.0,32.618748,16.309374,32.618748,32.618748,48.92812
H/W,Khar Subway,19.0712,72.8411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.16368,21.58184,58.06111,87.09167,116.12222,116.12222,58.06111,111.77718,74.51813,0.0,74.51813,74.51813,0.0,0.0,0.0,150.91405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.120186,216.36052,72.120186,101.01347,202.02695,0.0,0.0,0.0,148.1762,296.3524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.27968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.079123,0.0,0.0,0.0,0.0,83.13068,83.13068,0.0,0.0,0.0,0.0,0.0,0.0,23.19627,11.427338,11.427338,0.0,0.0,0.0,80.69369,0.0,60.520267,0.0,0.0,32.618748,16.309374,32.618748,32.618748,48.92812
H/W,Waterfield Road,19.0572,72.8378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.16368,21.58184,58.06111,87.09167,116.12222,116.12222,58.06111,111.77718,74.51813,0.0,74.51813,74.51813,0.0,0.0,0.0,150.91405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.120186,216.36052,72.120186,101.01347,202.02695,0.0,0.0,0.0,148.1762,296.3524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.27968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.079123,0.0,0.0,0.0,0.0,83.13068,83.13068,0.0,0.0,0.0,0.0,0.0,0.0,23.19627,11.427338,11.427338,0.0,0.0,0.0,80.69369,0.0,60.520267,0.0,0.0,32.618748,16.309374,32.618748,32.618748,48.92812
K/E,Saki Naka Junction,19.0981,72.8841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.76556,0.0,111.6721,83.754074,83.754074,111.6721,55.83605,89.560555,89.560555,0.0,59.707035,59.707035,0.0,79.51033,0.0,79.51033,0.0,0.0,140.6085,0.0,0.0,0.0,0.0,0.0,66.34265,199.02797,66.34265,88.08501,176.17001,0.0,0.0,0.0,77.73924,310.95697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.30968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.713285,0.0,0.0,0.0,0.0,86.25139,86.25139,0.0,0.0,0.0,0.0,0.0,0.0,23.735325,15.255274,15.255274,0.0,0.0,0.0,80.29421,0.0,60.22066,0.0,0.0,30.8684,15.4342,30.8684,46.3026,46.3026
K/E,Marol Naka,19.1062,72.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.343977,24.343977,29.313272,87.93982,117.25309,146.56635,58.626545,129.26828,43.089424,0.0,86.17885,86.17885,0.0,0.0,0.0,182.95744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.22679,189.68037,63.22679,90.90002,181.80003,0.0,0.0,0.0,146.79526,293.5905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1121006,7.198246,6.843667,0.0,0.0,0.0,9.791377,0.0,9.752471,16.75549,10.86404,0.0,0.0,0.0,9.404848,8.990286,15.360134,9.790479,9.967488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.51545,92.51545,0.0,0.0,0.0,0.0,0.0,0.0,25.693922,0.0,38.59639,0.0,0.0,0.0,87.900314,0.0,65.92524,0.0,0.0,38.075855,19.037928,38.075855,38.075855,57.11379
K/E,JB Nagar,19.1093,72.8661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.343977,24.343977,29.313272,87.93982,117.25309,146.56635,58.626545,129.26828,43.089424,0.0,86.17885,86.17885,0.0,0.0,0.0,182.95744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.22679,189.68037,63.22679,90.90002,181.80003,0.0,0.0,0.0,146.79526,293.5905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1121006,7.198246,6.843667,0.0,0.0,0.0,9.791377,0.0,9.752471,16.75549,10.86404,0.0,0.0,0.0,9.404848,8.990286,15.360134,9.790479,9.967488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.51545,92.51545,0.0,0.0,0.0,0.0,0.0,0.0,25.693922,0.0,38.59639,0.0,0.0,0.0,87.900314,0.0,65.92524,0.0,0.0,38.075855,19.037928,38.075855,38.075855,57.11379
