Ward,Region,Latitude,Longitude,06-01-tif,06-02-tif,06-03-tif,06-04-tif,06-05-tif,06-06-tif,06-07-tif,06-08-tif,06-09-tif,06-10-tif,06-11-tif,06-12-tif,06-13-tif,06-14-tif,06-15-tif,06-16-tif,06-17-tif,06-18-tif,06-19-tif,06-20-tif,06-21-tif,06-22-tif,06-23-tif,06-24-tif,06-25-tif,06-26-tif,06-27-tif,06-28-tif,06-29-tif,06-30-tif,07-01-tif,07-02-tif,07-03-tif,07-04-tif,07-05-tif,07-06-tif,07-07-tif,07-08-tif,07-09-tif,07-10-tif,07-11-tif,07-12-tif,07-13-tif,07-14-tif,07-15-tif,07-16-tif,07-17-tif,07-18-tif,07-19-tif,07-20-tif,07-21-tif,07-22-tif,07-23-tif,07-24-tif,07-25-tif,07-26-tif,07-27-tif,07-28-tif,07-29-tif,07-30-tif,07-31-tif,08-01-tif,08-02-tif,08-03-tif,08-04-tif,08-05-tif,08-06-tif,08-07-tif,08-08-tif,08-09-tif,08-10-tif,08-11-tif,08-12-tif,08-13-tif,08-14-tif,08-15-tif,08-16-tif,08-17-tif,08-18-tif,08-19-tif,08-20-tif,08-21-tif,08-22-tif,08-23-tif,08-24-tif,08-25-tif,08-26-tif,08-27-tif,08-28-tif,08-29-tif,08-30-tif,08-31-tif,09-01-tif,09-02-tif,09-03-tif,09-04-tif,09-05-tif,09-06-tif,09-07-tif,09-08-tif,09-09-tif,09-10-tif,09-11-tif,09-12-tif,09-13-tif,09-14-tif,09-15-tif,09-16-tif,09-17-tif,09-18-tif,09-19-tif,09-20-tif,09-21-tif,09-22-tif,09-23-tif,09-24-tif,09-25-tif,09-26-tif,09-27-tif,09-28-tif,09-29-tif,09-30-tif
K/E,Airport Gate 8,19.1029,72.8673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.343977,24.343977,29.313272,87.93982,117.25309,146.56635,58.626545,129.26828,43.089424,0.0,86.17885,86.17885,0.0,0.0,0.0,182.95744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.22679,189.68037,63.22679,90.90002,181.80003,0.0,0.0,0.0,146.79526,293.5905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1121006,7.198246,6.843667,0.0,0.0,0.0,9.791377,0.0,9.752471,16.75549,10.86404,0.0,0.0,0.0,9.404848,8.990286,15.360134,9.790479,9.967488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.51545,92.51545,0.0,0.0,0.0,0.0,0.0,0.0,25.693922,0.0,38.59639,0.0,0.0,0.0,87.900314,0.0,65.92524,0.0,0.0,38.075855,19.037928,38.075855,38.075855,57.11379
K/W,Andheri Subway,19.1198,72.8476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.399872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.12297,16.061485,26.300842,78.90252,105.20337,131.50421,78.90252,141.35016,47.11672,0.0,94.23344,94.23344,0.0,0.0,0.0,146.82742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.2482,89.41607,92.51121,185.02242,0.0,0.0,0.0,147.31334,294.62668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.024963,62.024963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.20435,90.20435,0.0,0.0,0.0,0.0,0.0,0.0,25.92047,0.0,36.83303,0.0,0.0,0.0,89.05316,0.0,66.78986,0.0,0.0,33.9596,16.9798,50.939396,33.9596,50.939396
K/W,Oshiwara Nullah,19.1431,72.8273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.399872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.12297,16.061485,26.300842,78.90252,105.20337,131.50421,78.90252,141.35016,47.11672,0.0,94.23344,94.23344,0.0,0.0,0.0,146.82742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.2482,89.41607,92.51121,185.02242,0.0,0.0,0.0,147.31334,294.62668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.024963,62.024963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.20435,90.20435,0.0,0.0,0.0,0.0,0.0,0.0,25.92047,0.0,36.83303,0.0,0.0,0.0,89.05316,0.0,66.78986,0.0,0.0,33.9596,16.9798,50.939396,33.9596,50.939396
K/W,DN Nagar Metro,19.1326,72.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.399872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.12297,16.061485,26.300842,78.90252,105.20337,131.50421,78.90252,141.35016,47.11672,0.0,94.23344,94.23344,0.0,0.0,0.0,146.82742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.2482,89.41607,92.51121,185.02242,0.0,0.0,0.0,147.31334,294.62668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.024963,62.024963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.20435,90.20435,0.0,0.0,0.0,0.0,0.0,0.0,25.92047,0.0,36.83303,0.0,0.0,0.0,89.05316,0.0,66.78986,0.0,0.0,33.9596,16.9798,50.939396,33.9596,50.939396
P/N,"Kurar Village, Malad Subway",19.1834,72.8701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.781437,45.207508,67.81126,90.415016,113.01877,113.01877,85.30258,85.30258,0.0,85.30258,85.30258,0.0,0.0,0.0,158.68544,0.0,97.86083,0.0,0.0,0.0,0.0,0.0,0.0,120.540344,120.540344,80.36023,124.70195,124.70195,0.0,0.0,0.0,64.70248,258.8099,64.70248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.212649,10.761118,0.0,0.0,0.0,0.0,0.0,9.046627,0.0,8.931196,15.416352,9.981082,0.0,0.0,0.0,8.312455,7.9346466,13.76313,8.74033,8.610116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.19363,87.19363,0.0,0.0,0.0,0.0,0.0,0.0,24.436155,0.0,29.694504,0.0,0.0,0.0,85.23414,0.0,63.925602,0.0,0.0,34.85009,17.425045,52.27514,34.85009,52.27514
P/N,"Pathanwadi, Malad East",19.1853,72.8623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.781437,45.207508,67.81126,90.415016,113.01877,113.01877,85.30258,85.30258,0.0,85.30258,85.30258,0.0,0.0,0.0,158.68544,0.0,97.86083,0.0,0.0,0.0,0.0,0.0,0.0,120.540344,120.540344,80.36023,124.70195,124.70195,0.0,0.0,0.0,64.70248,258.8099,64.70248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.212649,10.761118,0.0,0.0,0.0,0.0,0.0,9.046627,0.0,8.931196,15.416352,9.981082,0.0,0.0,0.0,8.312455,7.9346466,13.76313,8.74033,8.610116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.19363,87.19363,0.0,0.0,0.0,0.0,0.0,0.0,24.436155,0.0,29.694504,0.0,0.0,0.0,85.23414,0.0,63.925602,0.0,0.0,34.85009,17.425045,52.27514,34.85009,52.27514
P/N,"Pushpa Park, WEH",19.1906,72.8636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.781437,45.207508,67.81126,90.415016,113.01877,113.01877,85.30258,85.30258,0.0,85.30258,85.30258,0.0,0.0,0.0,158.68544,0.0,97.86083,0.0,0.0,0.0,0.0,0.0,0.0,120.540344,120.540344,80.36023,124.70195,124.70195,0.0,0.0,0.0,64.70248,258.8099,64.70248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.212649,10.761118,0.0,0.0,0.0,0.0,0.0,9.046627,0.0,8.931196,15.416352,9.981082,0.0,0.0,0.0,8.312455,7.9346466,13.76313,8.74033,8.610116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.19363,87.19363,0.0,0.0,0.0,0.0,0.0,0.0,24.436155,0.0,29.694504,0.0,0.0,0.0,85.23414,0.0,63.925602,0.0,0.0,34.85009,17.425045,52.27514,34.85009,52.27514
P/N,Slope near Kurar Metro,19.1598,72.8445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.461967,47.735447,47.735447,95.470894,119.33862,119.33862,83.16348,83.16348,0.0,83.16348,83.16348,0.0,0.0,0.0,152.74303,0.0,54.63505,0.0,0.0,54.63505,0.0,0.0,0.0,113.24955,150.9994,75.4997,129.91916,129.91916,0.0,0.0,0.0,129.84718,194.77077,64.92359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.09967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.56539,98.56539,0.0,0.0,0.0,0.0,0.0,0.0,24.634659,0.0,24.720682,0.0,0.0,0.0,91.37435,0.0,68.53076,0.0,0.0,38.124893,19.062447,57.187344,38.124893,38.124893
P/S,MG Road Goregaon Market,19.1639,72.8433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.461967,47.735447,47.735447,95.470894,119.33862,119.33862,83.16348,83.16348,0.0,83.16348,83.16348,0.0,0.0,0.0,152.74303,0.0,54.63505,0.0,0.0,54.63505,0.0,0.0,0.0,113.24955,150.9994,75.4997,129.91916,129.91916,0.0,0.0,0.0,129.84718,194.77077,64.92359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.09967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.56539,98.56539,0.0,0.0,0.0,0.0,0.0,0.0,24.634659,0.0,24.720682,0.0,0.0,0.0,91.37435,0.0,68.53076,0.0,0.0,38.124893,19.062447,57.187344,38.124893,38.124893
P/S,"Siddharth Hospital, Goregaon W",19.1613,72.8407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.461967,47.735447,47.735447,95.470894,119.33862,119.33862,83.16348,83.16348,0.0,83.16348,83.16348,0.0,0.0,0.0,152.74303,0.0,54.63505,0.0,0.0,54.63505,0.0,0.0,0.0,113.24955,150.9994,75.4997,129.91916,129.91916,0.0,0.0,0.0,129.84718,194.77077,64.92359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.09967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.56539,98.56539,0.0,0.0,0.0,0.0,0.0,0.0,24.634659,0.0,24.720682,0.0,0.0,0.0,91.37435,0.0,68.53076,0.0,0.0,38.124893,19.062447,57.187344,38.124893,38.124893
P/S,"Motilal Nagar 1, Goregaon W",19.1555,72.8441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.461967,47.735447,47.735447,95.470894,119.33862,119.33862,83.16348,83.16348,0.0,83.16348,83.16348,0.0,0.0,0.0,152.74303,0.0,54.63505,0.0,0.0,54.63505,0.0,0.0,0.0,113.24955,150.9994,75.4997,129.91916,129.91916,0.0,0.0,0.0,129.84718,194.77077,64.92359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.09967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.56539,98.56539,0.0,0.0,0.0,0.0,0.0,0.0,24.634659,0.0,24.720682,0.0,0.0,0.0,91.37435,0.0,68.53076,0.0,0.0,38.124893,19.062447,57.187344,38.124893,38.124893
P/S,Goregaon Station Subway,19.2525,72.8601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.094715,98.18943,98.18943,98.18943,98.18943,105.67437,79.255775,0.0,79.255775,52.837185,0.0,0.0,0.0,158.17693,0.0,92.35692,0.0,0.0,0.0,0.0,0.0,0.0,79.201866,118.8028,79.201866,116.23761,116.23761,0.0,0.0,58.118805,62.057274,248.2291,62.057274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.399672,10.239794,0.0,0.0,0.0,0.0,0.0,8.954389,0.0,8.72868,15.14472,9.788682,0.0,0.0,0.0,7.481286,0.0,12.562241,7.908391,7.32585,0.0,0.0,0.0,15.272668,0.0,0.0,0.0,0.0,0.0,75.9013,101.20174,0.0,0.0,0.0,0.0,0.0,0.0,25.61022,13.270361,13.270361,0.0,0.0,0.0,68.24862,0.0,68.24862,0.0,0.0,39.639103,19.819551,39.639103,39.639103,59.45866
R/N,Dahisar Railway Subway,19.2536,72.8682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.094715,98.18943,98.18943,98.18943,98.18943,105.67437,79.255775,0.0,79.255775,52.837185,0.0,0.0,0.0,158.17693,0.0,92.35692,0.0,0.0,0.0,0.0,0.0,0.0,79.201866,118.8028,79.201866,116.23761,116.23761,0.0,0.0,58.118805,62.057274,248.2291,62.057274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.399672,10.239794,0.0,0.0,0.0,0.0,0.0,8.954389,0.0,8.72868,15.14472,9.788682,0.0,0.0,0.0,7.481286,0.0,12.562241,7.908391,7.32585,0.0,0.0,0.0,15.272668,0.0,0.0,0.0,0.0,0.0,75.9013,101.20174,0.0,0.0,0.0,0.0,0.0,0.0,25.61022,13.270361,13.270361,0.0,0.0,0.0,68.24862,0.0,68.24862,0.0,0.0,39.639103,19.819551,39.639103,39.639103,59.45866
R/N,Ovaripada Slum Area,19.2064,72.8376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43977,62.53186,62.53186,83.37581,104.21976,83.37581,70.273605,70.273605,0.0,105.410416,70.273605,0.0,0.0,0.0,142.42296,0.0,78.74955,0.0,0.0,39.374775,0.0,0.0,0.0,90.61111,135.91667,90.61111,120.78936,120.78936,0.0,0.0,60.39468,63.167164,252.66866,63.167164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.31016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.969361,0.0,0.0,0.0,0.0,0.0,101.57478,101.57478,0.0,0.0,0.0,0.0,0.0,0.0,23.380129,0.0,24.016699,0.0,0.0,0.0,76.157646,0.0,76.157646,0.0,0.0,41.81447,20.907234,41.81447,41.81447,41.81447
R/S,Shimpoli Road,19.2083,72.8361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43977,62.53186,62.53186,83.37581,104.21976,83.37581,70.273605,70.273605,0.0,105.410416,70.273605,0.0,0.0,0.0,142.42296,0.0,78.74955,0.0,0.0,39.374775,0.0,0.0,0.0,90.61111,135.91667,90.61111,120.78936,120.78936,0.0,0.0,60.39468,63.167164,252.66866,63.167164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.31016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.969361,0.0,0.0,0.0,0.0,0.0,101.57478,101.57478,0.0,0.0,0.0,0.0,0.0,0.0,23.380129,0.0,24.016699,0.0,0.0,0.0,76.157646,0.0,76.157646,0.0,0.0,41.81447,20.907234,41.81447,41.81447,41.81447
R/S,Poinsur Bus Depot,19.206,72.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43977,62.53186,62.53186,83.37581,104.21976,83.37581,70.273605,70.273605,0.0,105.410416,70.273605,0.0,0.0,0.0,142.42296,0.0,78.74955,0.0,0.0,39.374775,0.0,0.0,0.0,90.61111,135.91667,90.61111,120.78936,120.78936,0.0,0.0,60.39468,63.167164,252.66866,63.167164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.31016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.969361,0.0,0.0,0.0,0.0,0.0,101.57478,101.57478,0.0,0.0,0.0,0.0,0.0,0.0,23.380129,0.0,24.016699,0.0,0.0,0.0,76.157646,0.0,76.157646,0.0,0.0,41.81447,20.907234,41.81447,41.81447,41.81447
R/S,Mahavir Nagar Junction,19.2365,72.8322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43977,62.53186,62.53186,83.37581,104.21976,83.37581,70.273605,70.273605,0.0,105.410416,70.273605,0.0,0.0,0.0,142.42296,0.0,78.74955,0.0,0.0,39.374775,0.0,0.0,0.0,90.61111,135.91667,90.61111,120.78936,120.78936,0.0,0.0,60.39468,63.167164,252.66866,63.167164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.31016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.969361,0.0,0.0,0.0,0.0,0.0,101.57478,101.57478,0.0,0.0,0.0,0.0,0.0,0.0,23.380129,0.0,24.016699,0.0,0.0,0.0,76.157646,0.0,76.157646,0.0,0.0,41.81447,20.907234,41.81447,41.81447,41.81447
R/C,IC Colony Subway,19.2408,72.8173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43977,62.53186,62.53186,83.37581,104.21976,83.37581,70.273605,70.273605,0.0,105.410416,70.273605,0.0,0.0,0.0,142.42296,0.0,78.74955,0.0,0.0,39.374775,0.0,0.0,0.0,90.61111,135.91667,90.61111,120.78936,120.78936,0.0,0.0,60.39468,63.167164,252.66866,63.167164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.31016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.969361,0.0,0.0,0.0,0.0,0.0,101.57478,101.57478,0.0,0.0,0.0,0.0,0.0,0.0,23.380129,0.0,24.016699,0.0,0.0,0.0,76.157646,0.0,76.157646,0.0,0.0,41.81447,20.907234,41.81447,41.81447,41.81447
R/C,Mandapeshwar Creek edge,19.0727,72.8826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.76556,0.0,111.6721,83.754074,83.754074,111.6721,55.83605,89.560555,89.560555,0.0,59.707035,59.707035,0.0,79.51033,0.0,79.51033,0.0,0.0,140.6085,0.0,0.0,0.0,0.0,0.0,66.34265,199.02797,66.34265,88.08501,176.17001,0.0,0.0,0.0,77.73924,310.95697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.30968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.713285,0.0,0.0,0.0,0.0,86.25139,86.25139,0.0,0.0,0.0,0.0,0.0,0.0,23.735325,15.255274,15.255274,0.0,0.0,0.0,80.29421,0.0,60.22066,0.0,0.0,30.8684,15.4342,30.8684,46.3026,46.3026
L,Kurla Station (LBS Marg),19.0722,72.8771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.76556,0.0,111.6721,83.754074,83.754074,111.6721,55.83605,89.560555,89.560555,0.0,59.707035,59.707035,0.0,79.51033,0.0,79.51033,0.0,0.0,140.6085,0.0,0.0,0.0,0.0,0.0,66.34265,199.02797,66.34265,88.08501,176.17001,0.0,0.0,0.0,77.73924,310.95697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.30968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.713285,0.0,0.0,0.0,0.0,86.25139,86.25139,0.0,0.0,0.0,0.0,0.0,0.0,23.735325,15.255274,15.255274,0.0,0.0,0.0,80.29421,0.0,60.22066,0.0,0.0,30.8684,15.4342,30.8684,46.3026,46.3026
